index,xmin,ymin,xmax,ymax,center_x,center_y,confidence,class,predicted_id,name,componentId,color,key,lineTypeId,group,lineTypeIdNumber,lineTypeName,checked,componentType,distance
17,799.3868,1930.1406,826.3557,2040.9617,812.8712499999999,1985.55115,0.88725245,14,59f895ce,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,84e628af,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,964.8347032479055
20,828.2316,2252.888,860.7663,2270.2798,844.4989499999999,2261.5838999999996,0.795416,19,505c9d68,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,7b986384,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,643.4894654563448
18,803.52124,2442.7446,825.9169,2462.1172,814.7190700000001,2452.4309000000003,0.8260971,32,cfd946b1,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,a54b4d04,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,197.9066376115481
19,802.4369,2285.7563,858.9297,2315.6426,830.6833,2300.69945,0.8087898,34,f0644e37,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,ca07ac36,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,482.0386719675124
23,990.95056,2536.247,1038.7446,2570.8567,1014.84758,2553.55185,0.8319493,31,a0b21f96,terminator_double,clnk1x9zm003434aoc9i4tm42,#0DB27A,2797ab29,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,mandatory,5000.0
40,1682.1355,2140.8582,1736.8231,2177.4963,1709.4793,2159.1772499999997,0.86306965,23,502664a0,DPM,clnk1x9zg002o34ao2g3ii1c9,#B24CCC,cefc6132,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,1886.3262607453034
25,1218.3132,2240.6943,1274.1705,2278.613,1246.2418499999999,2259.65365,0.8703981,22,66be9495,DIM,clnk1xcco003j34ao5ownl25b,#B20D0D,24c2df07,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,1857.2501422995547
24,1007.73285,2467.7068,1037.11,2483.2214,1022.421425,2475.4641,0.8028374,19,107a73fc,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,cd98f31b,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,170.10764773832474
21,946.4822,2478.9673,978.67816,2521.9282,962.58018,2500.44775,0.810568,18,170e72dd,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,66f716d7,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,205.14927829866738
22,979.29706,1928.958,1005.4381,2042.7491,992.36758,1985.85355,0.89182776,14,d7d3e2f5,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,eb16a49f,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,913.508801440101
27,1422.3414,2472.7222,1481.3744,2582.5942,1451.8579,2527.6582,0.91302377,17,d7ea5545,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,2f28f863,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,mandatory,5000.0
26,1410.071,2268.2607,1445.6439,2311.0166,1427.85745,2289.63865,0.9083815,18,2768309a,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,198d11eb,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,595.7199128346443
28,1448.773,1923.3995,1472.95,2042.3127,1460.8615,1982.8561,0.8977208,14,fea0a6a6,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,20368227,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,955.2489168102787
31,1476.9963,2253.4602,1510.9945,2270.8582,1493.9954,2262.1592,0.8083302,19,9eb9c628,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,7bdf4fdb,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,604.6194077712561
29,1454.5931,2441.9727,1476.1294,2461.7397,1465.36125,2451.8562,0.8154751,32,5c5a6a28,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,4d0c59aa,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,142.30865786510145
30,1450.9474,2285.7651,1509.4265,2316.9194,1480.18695,2301.34225,0.84363365,34,e2f7cd23,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,d0436936,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,421.19805153394645
35,1612.6473,2476.2837,1670.6075,2580.0107,1641.6274,2528.1472,0.907806,17,08fbfd0b,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,d16f5597,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,mandatory,5000.0
39,1665.269,2252.6494,1699.206,2270.151,1682.2375,2261.4002,0.81358737,19,efa747ab,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,bb97efc7,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,553.8792924010784
